health_record_id,pet_id,checkup_date,health_status,vaccination_status
4658,613,2022-04-07,Healthy,Up to Date
4659,722,2022-04-07,Healthy,Up to Date
4660,1567,2022-04-07,Needs Care,Needs Update
4661,1568,2022-04-07,Healthy,Up to Date
4662,338,2022-04-08,Healthy,Up to Date
4663,540,2022-04-08,Healthy,Up to Date
4664,620,2022-04-08,Needs Care,Up to Date
4665,1758,2022-04-08,Needs Care,Up to Date
4666,191,2022-04-09,Healthy,Up to Date
4667,549,2022-04-09,Healthy,Up to Date
4668,679,2022-04-09,Needs Care,Up to Date
4669,771,2022-04-09,Healthy,Up to Date
4670,788,2022-04-09,Needs Care,Up to Date
4671,1002,2022-04-09,Needs Care,Up to Date
4672,1125,2022-04-09,Healthy,Up to Date
4673,1365,2022-04-09,Healthy,Up to Date
4674,1578,2022-04-09,Healthy,Up to Date
4675,164,2022-04-10,Healthy,Up to Date
4676,804,2022-04-10,Healthy,Up to Date
4677,1445,2022-04-10,Healthy,Up to Date
4678,1552,2022-04-10,Healthy,Up to Date
4679,344,2022-04-11,Healthy,Up to Date
4680,1559,2022-04-11,Healthy,Up to Date
4681,1596,2022-04-11,Needs Care,Up to Date
4682,1716,2022-04-11,Special Attention,Up to Date
4683,1787,2022-04-11,Healthy,Up to Date
4684,318,2022-04-12,Needs Care,Up to Date
4685,516,2022-04-12,Healthy,Up to Date
4686,760,2022-04-12,Healthy,Up to Date
4687,796,2022-04-12,Healthy,Up to Date
4688,1264,2022-04-12,Healthy,Up to Date
4689,1503,2022-04-12,Healthy,Up to Date
4690,557,2022-04-13,Needs Care,Up to Date
4691,1126,2022-04-13,Healthy,Up to Date
4692,1078,2022-04-14,Healthy,Needs Update
4693,1271,2022-04-14,Healthy,Up to Date
4694,1377,2022-04-14,Needs Care,Up to Date
4695,1739,2022-04-14,Healthy,Up to Date
4696,1376,2022-04-15,Healthy,Up to Date
4697,12,2022-04-16,Healthy,Up to Date
4698,1393,2022-04-16,Healthy,Up to Date
4699,1868,2022-04-16,Healthy,Needs Update
4700,250,2022-04-17,Healthy,Up to Date
4701,955,2022-04-17,Needs Care,Up to Date
4702,1158,2022-04-17,Healthy,Up to Date
4703,1745,2022-04-17,Healthy,Up to Date
4704,24,2022-04-18,Needs Care,Up to Date
4705,673,2022-04-18,Healthy,Up to Date
4706,751,2022-04-18,Healthy,Up to Date
4707,1472,2022-04-19,Needs Care,Up to Date
4708,557,2022-04-20,Healthy,Up to Date
4709,872,2022-04-20,Needs Care,Up to Date
4710,1457,2022-04-20,Needs Care,Up to Date
4711,1539,2022-04-20,Needs Care,Up to Date
4712,1680,2022-04-20,Under Observation,Up to Date
4713,1817,2022-04-20,Healthy,Up to Date
4714,505,2022-04-21,Healthy,Up to Date
4715,653,2022-04-21,Special Attention,Up to Date
4716,785,2022-04-21,Needs Care,Up to Date
4717,1027,2022-04-21,Needs Care,Up to Date
4718,1039,2022-04-21,Needs Care,Up to Date
4719,1089,2022-04-21,Healthy,Up to Date
4720,341,2022-04-22,Healthy,Up to Date
4721,724,2022-04-22,Healthy,Up to Date
4722,896,2022-04-22,Needs Care,Up to Date
4723,1348,2022-04-22,Special Attention,Up to Date
4724,17,2022-04-23,Healthy,Up to Date
4725,258,2022-04-23,Healthy,Up to Date
4726,582,2022-04-24,Special Attention,Up to Date
4727,1227,2022-04-25,Healthy,Up to Date
4728,1286,2022-04-25,Healthy,Up to Date
4729,1317,2022-04-25,Healthy,Up to Date
4730,1909,2022-04-25,Healthy,Up to Date
4731,462,2022-04-26,Special Attention,Up to Date
4732,1049,2022-04-26,Needs Care,Up to Date
4733,362,2022-04-27,Under Observation,Needs Update
4734,425,2022-04-27,Healthy,Up to Date
4735,838,2022-04-27,Healthy,Up to Date
4736,1829,2022-04-27,Healthy,Up to Date
4737,880,2022-04-28,Needs Care,Up to Date
4738,1109,2022-04-28,Healthy,Up to Date
4739,1845,2022-04-28,Needs Care,Up to Date
4740,1973,2022-04-28,Needs Care,Up to Date
4741,67,2022-04-29,Healthy,Up to Date
4742,99,2022-04-29,Healthy,Up to Date
4743,1167,2022-04-29,Healthy,Needs Update
4744,1612,2022-04-29,Needs Care,Up to Date
4745,1768,2022-04-29,Needs Care,Up to Date
4746,131,2022-04-30,Healthy,Up to Date
4747,623,2022-04-30,Healthy,Needs Update
4748,809,2022-04-30,Healthy,Up to Date
4749,956,2022-04-30,Special Attention,Up to Date
4750,1833,2022-04-30,Needs Care,Up to Date
4751,1970,2022-04-30,Healthy,Up to Date
4752,7,2022-05-01,Healthy,Up to Date
4753,10,2022-05-01,Healthy,Up to Date
4754,26,2022-05-01,Needs Care,Up to Date
4755,46,2022-05-01,Healthy,Up to Date
4756,61,2022-05-01,Healthy,Up to Date
4757,64,2022-05-01,Healthy,Up to Date
4758,72,2022-05-01,Healthy,Up to Date
4759,86,2022-05-01,Needs Care,Needs Update
4760,117,2022-05-01,Healthy,Up to Date
4761,122,2022-05-01,Needs Care,Up to Date
4762,138,2022-05-01,Healthy,Needs Update
4763,171,2022-05-01,Healthy,Up to Date
4764,256,2022-05-01,Healthy,Up to Date
4765,267,2022-05-01,Healthy,Up to Date
4766,268,2022-05-01,Healthy,Up to Date
4767,273,2022-05-01,Healthy,Up to Date
4768,279,2022-05-01,Special Attention,Up to Date
4769,292,2022-05-01,Healthy,Up to Date
4770,309,2022-05-01,Needs Care,Up to Date
4771,328,2022-05-01,Needs Care,Up to Date
4772,336,2022-05-01,Healthy,Up to Date
4773,395,2022-05-01,Needs Care,Up to Date
4774,445,2022-05-01,Healthy,Up to Date
4775,539,2022-05-01,Needs Care,Needs Update
4776,593,2022-05-01,Needs Care,Up to Date
4777,632,2022-05-01,Healthy,Up to Date
4778,641,2022-05-01,Healthy,Up to Date
4779,646,2022-05-01,Needs Care,Up to Date
4780,694,2022-05-01,Healthy,Up to Date
4781,736,2022-05-01,Healthy,Up to Date
4782,792,2022-05-01,Healthy,Up to Date
4783,793,2022-05-01,Needs Care,Needs Update
4784,797,2022-05-01,Healthy,Up to Date
4785,868,2022-05-01,Healthy,Up to Date
4786,914,2022-05-01,Healthy,Up to Date
4787,949,2022-05-01,Healthy,Up to Date
4788,1017,2022-05-01,Needs Care,Needs Update
4789,1058,2022-05-01,Healthy,Up to Date
4790,1066,2022-05-01,Healthy,Up to Date
4791,1068,2022-05-01,Healthy,Up to Date
4792,1189,2022-05-01,Healthy,Needs Update
4793,1223,2022-05-01,Healthy,Needs Update
4794,1242,2022-05-01,Healthy,Up to Date
4795,1249,2022-05-01,Healthy,Needs Update
4796,1255,2022-05-01,Healthy,Needs Update
4797,1306,2022-05-01,Healthy,Up to Date
4798,1375,2022-05-01,Healthy,Up to Date
4799,1403,2022-05-01,Healthy,Up to Date
4800,1422,2022-05-01,Healthy,Needs Update
4801,1429,2022-05-01,Under Observation,Up to Date
4802,1430,2022-05-01,Needs Care,Up to Date
4803,1458,2022-05-01,Healthy,Needs Update
4804,1481,2022-05-01,Healthy,Up to Date
4805,1488,2022-05-01,Healthy,Up to Date
4806,1502,2022-05-01,Healthy,Up to Date
4807,1561,2022-05-01,Healthy,Up to Date
4808,1609,2022-05-01,Healthy,Up to Date
4809,1639,2022-05-01,Healthy,Up to Date
4810,1645,2022-05-01,Healthy,Up to Date
4811,1697,2022-05-01,Healthy,Up to Date
4812,1752,2022-05-01,Healthy,Up to Date
4813,1766,2022-05-01,Needs Care,Up to Date
4814,1767,2022-05-01,Healthy,Up to Date
4815,1790,2022-05-01,Healthy,Up to Date
4816,1885,2022-05-01,Healthy,Up to Date
4817,1958,2022-05-01,Needs Care,Up to Date
4818,1971,2022-05-01,Healthy,Up to Date
4819,1995,2022-05-01,Under Observation,Up to Date
4820,730,2022-05-02,Healthy,Up to Date
4821,772,2022-05-02,Healthy,Up to Date
4822,1209,2022-05-02,Healthy,Up to Date
4823,239,2022-05-03,Needs Care,Up to Date
4824,493,2022-05-03,Healthy,Up to Date
4825,784,2022-05-03,Needs Care,Up to Date
4826,920,2022-05-03,Healthy,Up to Date
4827,1073,2022-05-03,Healthy,Up to Date
4828,1314,2022-05-03,Special Attention,Up to Date
4829,1449,2022-05-03,Needs Care,Up to Date
4830,1983,2022-05-03,Healthy,Up to Date
4831,198,2022-05-04,Healthy,Needs Update
4832,289,2022-05-04,Healthy,Up to Date
4833,674,2022-05-04,Healthy,Up to Date
4834,588,2022-05-05,Under Observation,Up to Date
4835,844,2022-05-05,Needs Care,Up to Date
4836,403,2022-05-07,Healthy,Up to Date
4837,734,2022-05-07,Needs Care,Needs Update
4838,275,2022-05-09,Healthy,Up to Date
4839,958,2022-05-09,Healthy,Up to Date
4840,991,2022-05-09,Healthy,Up to Date
4841,190,2022-05-10,Healthy,Needs Update
4842,701,2022-05-10,Healthy,Up to Date
4843,1805,2022-05-10,Healthy,Up to Date
4844,122,2022-05-11,Needs Care,Up to Date
4845,476,2022-05-11,Healthy,Up to Date
4846,758,2022-05-11,Healthy,Up to Date
4847,1183,2022-05-11,Healthy,Up to Date
4848,1597,2022-05-11,Healthy,Up to Date
4849,1714,2022-05-11,Healthy,Up to Date
4850,1994,2022-05-11,Healthy,Up to Date
4851,1233,2022-05-12,Healthy,Up to Date
4852,1734,2022-05-12,Healthy,Up to Date
4853,33,2022-05-13,Healthy,Up to Date
4854,1001,2022-05-13,Healthy,Up to Date
4855,1083,2022-05-13,Healthy,Up to Date
4856,1540,2022-05-13,Healthy,Up to Date
4857,1545,2022-05-13,Healthy,Needs Update
4858,1581,2022-05-13,Healthy,Up to Date
4859,384,2022-05-14,Needs Care,Up to Date
4860,1310,2022-05-14,Healthy,Up to Date
4861,429,2022-05-15,Special Attention,Needs Update
4862,1470,2022-05-15,Needs Care,Needs Update
4863,1972,2022-05-15,Healthy,Up to Date
4864,456,2022-05-16,Needs Care,Up to Date
4865,1204,2022-05-17,Special Attention,Up to Date
4866,1422,2022-05-17,Healthy,Up to Date
4867,468,2022-05-18,Needs Care,Up to Date
4868,993,2022-05-18,Needs Care,Needs Update
4869,1980,2022-05-18,Healthy,Up to Date
4870,298,2022-05-19,Needs Care,Up to Date
4871,1307,2022-05-19,Needs Care,Up to Date
4872,1324,2022-05-19,Needs Care,Needs Update
4873,307,2022-05-20,Under Observation,Up to Date
4874,904,2022-05-20,Healthy,Up to Date
4875,94,2022-05-21,Healthy,Up to Date
4876,272,2022-05-21,Special Attention,Up to Date
4877,1656,2022-05-21,Needs Care,Up to Date
4878,179,2022-05-22,Healthy,Up to Date
4879,327,2022-05-22,Healthy,Up to Date
4880,984,2022-05-22,Healthy,Needs Update
4881,996,2022-05-22,Needs Care,Up to Date
4882,715,2022-05-23,Needs Care,Up to Date
4883,798,2022-05-23,Healthy,Up to Date
4884,949,2022-05-23,Healthy,Up to Date
4885,1228,2022-05-23,Healthy,Up to Date
4886,842,2022-05-24,Needs Care,Up to Date
4887,1062,2022-05-24,Healthy,Up to Date
4888,1419,2022-05-24,Healthy,Needs Update
4889,1438,2022-05-24,Healthy,Up to Date
4890,1588,2022-05-24,Needs Care,Up to Date
4891,1211,2022-05-25,Needs Care,Up to Date
4892,1257,2022-05-25,Healthy,Up to Date
4893,1673,2022-05-25,Healthy,Up to Date
4894,20,2022-05-26,Needs Care,Up to Date
4895,121,2022-05-26,Needs Care,Up to Date
4896,1027,2022-05-26,Healthy,Up to Date
4897,1101,2022-05-26,Healthy,Up to Date
4898,895,2022-05-27,Needs Care,Up to Date
4899,1165,2022-05-27,Healthy,Up to Date
4900,379,2022-05-28,Healthy,Up to Date
4901,729,2022-05-28,Healthy,Up to Date
4902,888,2022-05-28,Special Attention,Up to Date
4903,1056,2022-05-28,Needs Care,Up to Date
4904,1867,2022-05-28,Special Attention,Up to Date
4905,62,2022-05-29,Healthy,Up to Date
4906,262,2022-05-29,Healthy,Up to Date
4907,300,2022-05-29,Healthy,Up to Date
4908,506,2022-05-29,Needs Care,Up to Date
4909,1326,2022-05-29,Needs Care,Up to Date
4910,1404,2022-05-29,Healthy,Up to Date
4911,1885,2022-05-29,Healthy,Up to Date
4912,1992,2022-05-29,Needs Care,Up to Date
4913,178,2022-05-30,Healthy,Up to Date
4914,487,2022-05-30,Healthy,Up to Date
4915,1407,2022-05-30,Needs Care,Needs Update
4916,1911,2022-05-31,Needs Care,Up to Date
4917,37,2022-06-01,Healthy,Up to Date
4918,40,2022-06-01,Healthy,Up to Date
4919,43,2022-06-01,Healthy,Up to Date
4920,57,2022-06-01,Healthy,Up to Date
4921,112,2022-06-01,Healthy,Up to Date
4922,147,2022-06-01,Needs Care,Up to Date
4923,204,2022-06-01,Needs Care,Up to Date
4924,215,2022-06-01,Needs Care,Up to Date
4925,264,2022-06-01,Healthy,Up to Date
4926,334,2022-06-01,Healthy,Up to Date
4927,361,2022-06-01,Healthy,Needs Update
4928,385,2022-06-01,Needs Care,Needs Update
4929,415,2022-06-01,Needs Care,Up to Date
4930,432,2022-06-01,Under Observation,Up to Date
4931,518,2022-06-01,Needs Care,Up to Date
4932,608,2022-06-01,Needs Care,Up to Date
4933,648,2022-06-01,Needs Care,Up to Date
4934,652,2022-06-01,Special Attention,Up to Date
4935,711,2022-06-01,Healthy,Up to Date
4936,721,2022-06-01,Healthy,Up to Date
4937,759,2022-06-01,Healthy,Up to Date
4938,873,2022-06-01,Healthy,Up to Date
4939,883,2022-06-01,Healthy,Up to Date
4940,930,2022-06-01,Healthy,Up to Date
4941,937,2022-06-01,Healthy,Needs Update
4942,975,2022-06-01,Healthy,Needs Update
4943,982,2022-06-01,Healthy,Up to Date
4944,1060,2022-06-01,Needs Care,Up to Date
4945,1084,2022-06-01,Healthy,Up to Date
4946,1107,2022-06-01,Healthy,Needs Update
4947,1190,2022-06-01,Needs Care,Up to Date
4948,1231,2022-06-01,Healthy,Needs Update
4949,1272,2022-06-01,Needs Care,Up to Date
4950,1281,2022-06-01,Needs Care,Up to Date
4951,1285,2022-06-01,Healthy,Up to Date
4952,1305,2022-06-01,Healthy,Up to Date
4953,1329,2022-06-01,Healthy,Up to Date
4954,1374,2022-06-01,Healthy,Up to Date
4955,1446,2022-06-01,Healthy,Up to Date
4956,1471,2022-06-01,Healthy,Needs Update
4957,1484,2022-06-01,Healthy,Up to Date
4958,1501,2022-06-01,Special Attention,Up to Date
4959,1505,2022-06-01,Healthy,Up to Date
4960,1508,2022-06-01,Healthy,Up to Date
4961,1549,2022-06-01,Healthy,Up to Date
4962,1594,2022-06-01,Needs Care,Up to Date
4963,1682,2022-06-01,Healthy,Up to Date
4964,1740,2022-06-01,Healthy,Up to Date
4965,1789,2022-06-01,Needs Care,Up to Date
4966,1813,2022-06-01,Needs Care,Up to Date
4967,1822,2022-06-01,Under Observation,Up to Date
4968,1955,2022-06-01,Needs Care,Up to Date
4969,193,2022-06-02,Needs Care,Up to Date
4970,522,2022-06-02,Healthy,Up to Date
4971,979,2022-06-02,Healthy,Up to Date
4972,1573,2022-06-02,Healthy,Up to Date
4973,1638,2022-06-02,Healthy,Needs Update
4974,1816,2022-06-02,Healthy,Up to Date
4975,534,2022-06-03,Healthy,Up to Date
4976,545,2022-06-03,Needs Care,Up to Date
4977,604,2022-06-03,Needs Care,Needs Update
4978,677,2022-06-03,Healthy,Up to Date
4979,941,2022-06-03,Healthy,Up to Date
4980,1544,2022-06-03,Healthy,Up to Date
4981,1856,2022-06-03,Healthy,Up to Date
4982,1950,2022-06-03,Healthy,Up to Date
4983,32,2022-06-04,Healthy,Up to Date
4984,905,2022-06-04,Needs Care,Up to Date
4985,261,2022-06-05,Healthy,Up to Date
4986,1175,2022-06-05,Needs Care,Up to Date
4987,1775,2022-06-05,Needs Care,Up to Date
4988,88,2022-06-06,Healthy,Up to Date
4989,160,2022-06-06,Healthy,Up to Date
4990,209,2022-06-06,Needs Care,Needs Update
4991,232,2022-06-06,Needs Care,Up to Date
4992,985,2022-06-06,Healthy,Needs Update
4993,1132,2022-06-06,Healthy,Up to Date
4994,1245,2022-06-06,Healthy,Up to Date
4995,876,2022-06-07,Healthy,Up to Date
4996,568,2022-06-08,Needs Care,Up to Date
4997,912,2022-06-08,Needs Care,Up to Date
4998,1057,2022-06-08,Special Attention,Up to Date
4999,1077,2022-06-08,Healthy,Up to Date
5000,1362,2022-06-08,Healthy,Up to Date
5001,460,2022-06-09,Needs Care,Needs Update
5002,471,2022-06-09,Needs Care,Up to Date
5003,614,2022-06-09,Healthy,Up to Date
5004,1533,2022-06-09,Healthy,Up to Date
5005,415,2022-06-10,Healthy,Up to Date
5006,564,2022-06-10,Healthy,Needs Update
5007,775,2022-06-10,Healthy,Up to Date
5008,1866,2022-06-10,Healthy,Up to Date
5009,13,2022-06-11,Healthy,Up to Date
5010,1910,2022-06-11,Healthy,Up to Date
5011,1932,2022-06-11,Healthy,Up to Date
5012,46,2022-06-12,Healthy,Up to Date
5013,959,2022-06-12,Healthy,Up to Date
5014,1701,2022-06-12,Healthy,Up to Date
5015,1033,2022-06-13,Healthy,Up to Date
5016,1042,2022-06-13,Needs Care,Up to Date
5017,394,2022-06-14,Healthy,Up to Date
5018,635,2022-06-14,Healthy,Up to Date
5019,1277,2022-06-14,Healthy,Up to Date
5020,1399,2022-06-14,Needs Care,Up to Date
5021,1837,2022-06-14,Healthy,Up to Date
5022,7,2022-06-15,Healthy,Up to Date
5023,189,2022-06-15,Healthy,Up to Date
5024,804,2022-06-15,Needs Care,Up to Date
5025,1034,2022-06-15,Healthy,Up to Date
5026,1067,2022-06-15,Needs Care,Up to Date
5027,1297,2022-06-16,Healthy,Up to Date
5028,1381,2022-06-16,Healthy,Up to Date
5029,1669,2022-06-16,Healthy,Up to Date
5030,1880,2022-06-16,Healthy,Up to Date
5031,228,2022-06-17,Healthy,Up to Date
5032,1113,2022-06-17,Needs Care,Up to Date
5033,1522,2022-06-17,Healthy,Up to Date
5034,1929,2022-06-17,Healthy,Up to Date
5035,6,2022-06-18,Healthy,Up to Date
5036,782,2022-06-18,Needs Care,Up to Date
5037,1406,2022-06-18,Healthy,Up to Date
5038,1454,2022-06-18,Needs Care,Up to Date
5039,1580,2022-06-18,Healthy,Up to Date
5040,854,2022-06-19,Healthy,Up to Date
5041,1250,2022-06-19,Healthy,Up to Date
5042,1413,2022-06-19,Healthy,Up to Date
5043,1494,2022-06-19,Needs Care,Up to Date
5044,156,2022-06-20,Healthy,Up to Date
5045,302,2022-06-20,Needs Care,Up to Date
5046,370,2022-06-20,Needs Care,Up to Date
5047,666,2022-06-20,Healthy,Up to Date
5048,1387,2022-06-20,Needs Care,Up to Date
5049,1425,2022-06-20,Healthy,Up to Date
5050,1645,2022-06-20,Healthy,Up to Date
5051,328,2022-06-21,Healthy,Up to Date
5052,398,2022-06-21,Needs Care,Up to Date
5053,859,2022-06-21,Healthy,Up to Date
5054,1208,2022-06-21,Needs Care,Up to Date
5055,1748,2022-06-21,Healthy,Up to Date
5056,280,2022-06-22,Healthy,Up to Date
5057,349,2022-06-22,Healthy,Up to Date
5058,457,2022-06-22,Healthy,Up to Date
5059,906,2022-06-22,Under Observation,Up to Date
5060,1906,2022-06-22,Healthy,Up to Date
5061,995,2022-06-23,Healthy,Up to Date
5062,1539,2022-06-23,Healthy,Up to Date
5063,688,2022-06-24,Needs Care,Up to Date
5064,1194,2022-06-24,Needs Care,Up to Date
5065,1352,2022-06-24,Healthy,Up to Date
5066,1514,2022-06-24,Needs Care,Up to Date
5067,76,2022-06-25,Healthy,Up to Date
5068,100,2022-06-25,Healthy,Up to Date
5069,1443,2022-06-25,Healthy,Up to Date
5070,1619,2022-06-25,Healthy,Up to Date
5071,322,2022-06-26,Healthy,Up to Date
5072,539,2022-06-26,Healthy,Up to Date
5073,562,2022-06-26,Healthy,Up to Date
5074,1210,2022-06-26,Healthy,Needs Update
5075,1221,2022-06-26,Needs Care,Up to Date
5076,1360,2022-06-26,Needs Care,Up to Date
5077,1387,2022-06-26,Healthy,Up to Date
5078,1427,2022-06-26,Needs Care,Needs Update
5079,1538,2022-06-26,Healthy,Up to Date
5080,319,2022-06-27,Healthy,Up to Date
5081,1328,2022-06-27,Healthy,Up to Date
5082,471,2022-06-29,Healthy,Up to Date
5083,1103,2022-06-29,Healthy,Up to Date
5084,1267,2022-06-29,Healthy,Needs Update
5085,378,2022-06-30,Needs Care,Up to Date
5086,604,2022-06-30,Special Attention,Up to Date
5087,710,2022-06-30,Healthy,Up to Date
5088,728,2022-06-30,Healthy,Up to Date
5089,733,2022-06-30,Healthy,Up to Date
5090,867,2022-06-30,Needs Care,Up to Date
5091,902,2022-06-30,Healthy,Needs Update
5092,35,2022-07-01,Healthy,Up to Date
5093,82,2022-07-01,Needs Care,Up to Date
5094,83,2022-07-01,Healthy,Up to Date
5095,89,2022-07-01,Healthy,Up to Date
5096,165,2022-07-01,Needs Care,Up to Date
5097,169,2022-07-01,Healthy,Up to Date
5098,173,2022-07-01,Needs Care,Up to Date
5099,184,2022-07-01,Healthy,Needs Update
5100,202,2022-07-01,Healthy,Up to Date
5101,207,2022-07-01,Healthy,Needs Update
5102,220,2022-07-01,Healthy,Up to Date
5103,257,2022-07-01,Needs Care,Up to Date
5104,274,2022-07-01,Needs Care,Up to Date
5105,286,2022-07-01,Healthy,Up to Date
5106,294,2022-07-01,Healthy,Up to Date
5107,372,2022-07-01,Healthy,Up to Date
5108,381,2022-07-01,Needs Care,Up to Date
5109,443,2022-07-01,Needs Care,Up to Date
5110,507,2022-07-01,Needs Care,Up to Date
5111,519,2022-07-01,Healthy,Up to Date
5112,541,2022-07-01,Healthy,Up to Date
5113,558,2022-07-01,Healthy,Up to Date
5114,570,2022-07-01,Healthy,Up to Date
5115,661,2022-07-01,Healthy,Up to Date
5116,708,2022-07-01,Needs Care,Up to Date
5117,716,2022-07-01,Needs Care,Needs Update
5118,717,2022-07-01,Needs Care,Needs Update
5119,769,2022-07-01,Healthy,Needs Update
5120,795,2022-07-01,Under Observation,Up to Date
5121,813,2022-07-01,Healthy,Needs Update
5122,818,2022-07-01,Needs Care,Needs Update
5123,926,2022-07-01,Needs Care,Needs Update
5124,950,2022-07-01,Healthy,Up to Date
5125,1014,2022-07-01,Special Attention,Up to Date
5126,1040,2022-07-01,Healthy,Up to Date
5127,1046,2022-07-01,Healthy,Up to Date
5128,1092,2022-07-01,Healthy,Up to Date
5129,1105,2022-07-01,Needs Care,Up to Date
5130,1140,2022-07-01,Needs Care,Up to Date
5131,1141,2022-07-01,Healthy,Up to Date
5132,1163,2022-07-01,Needs Care,Up to Date
5133,1251,2022-07-01,Healthy,Up to Date
5134,1275,2022-07-01,Healthy,Up to Date
5135,1315,2022-07-01,Special Attention,Needs Update
5136,1316,2022-07-01,Healthy,Up to Date
5137,1333,2022-07-01,Special Attention,Up to Date
5138,1357,2022-07-01,Healthy,Up to Date
5139,1435,2022-07-01,Healthy,Up to Date
5140,1495,2022-07-01,Healthy,Up to Date
5141,1511,2022-07-01,Healthy,Up to Date
5142,1541,2022-07-01,Healthy,Up to Date
5143,1550,2022-07-01,Healthy,Up to Date
5144,1601,2022-07-01,Healthy,Up to Date
5145,1622,2022-07-01,Healthy,Up to Date
5146,1625,2022-07-01,Needs Care,Up to Date
5147,1626,2022-07-01,Healthy,Up to Date
5148,1688,2022-07-01,Needs Care,Up to Date
5149,1694,2022-07-01,Needs Care,Up to Date
5150,1698,2022-07-01,Needs Care,Up to Date
5151,1731,2022-07-01,Healthy,Up to Date
5152,1753,2022-07-01,Healthy,Up to Date
5153,1832,2022-07-01,Needs Care,Up to Date
5154,1838,2022-07-01,Healthy,Up to Date
5155,1841,2022-07-01,Healthy,Up to Date
5156,1937,2022-07-01,Healthy,Needs Update
5157,1118,2022-07-02,Healthy,Up to Date
5158,11,2022-07-03,Healthy,Up to Date
5159,928,2022-07-03,Healthy,Up to Date
5160,1367,2022-07-03,Needs Care,Up to Date
5161,1558,2022-07-03,Healthy,Up to Date
5162,1927,2022-07-04,Needs Care,Up to Date
5163,1278,2022-07-05,Needs Care,Up to Date
5164,324,2022-07-06,Healthy,Up to Date
5165,459,2022-07-06,Special Attention,Up to Date
5166,1262,2022-07-06,Healthy,Up to Date
5167,238,2022-07-07,Needs Care,Up to Date
5168,1428,2022-07-07,Needs Care,Up to Date
5169,16,2022-07-08,Healthy,Up to Date
5170,670,2022-07-08,Healthy,Up to Date
5171,1152,2022-07-08,Needs Care,Up to Date
5172,1563,2022-07-08,Healthy,Up to Date
5173,1784,2022-07-08,Special Attention,Up to Date
5174,277,2022-07-09,Needs Care,Up to Date
5175,284,2022-07-09,Needs Care,Up to Date
5176,377,2022-07-09,Needs Care,Needs Update
5177,440,2022-07-09,Healthy,Up to Date
5178,951,2022-07-09,Healthy,Up to Date
5179,1087,2022-07-09,Needs Care,Up to Date
5180,1360,2022-07-09,Healthy,Up to Date
5181,1692,2022-07-09,Needs Care,Up to Date
5182,1985,2022-07-09,Under Observation,Up to Date
5183,773,2022-07-10,Healthy,Up to Date
5184,37,2022-07-11,Needs Care,Up to Date
5185,239,2022-07-11,Healthy,Up to Date
5186,345,2022-07-11,Healthy,Up to Date
5187,890,2022-07-11,Healthy,Up to Date
5188,1506,2022-07-11,Healthy,Up to Date
5189,1507,2022-07-11,Healthy,Needs Update
5190,111,2022-07-12,Needs Care,Needs Update
5191,629,2022-07-12,Healthy,Up to Date
5192,1153,2022-07-12,Healthy,Up to Date
5193,1812,2022-07-12,Needs Care,Up to Date
5194,1888,2022-07-12,Healthy,Up to Date
5195,4,2022-07-13,Healthy,Up to Date
5196,208,2022-07-13,Needs Care,Up to Date
5197,1925,2022-07-13,Needs Care,Up to Date
5198,1579,2022-07-14,Healthy,Needs Update
5199,627,2022-07-15,Healthy,Up to Date
5200,987,2022-07-15,Healthy,Up to Date
5201,988,2022-07-15,Needs Care,Up to Date
5202,1513,2022-07-15,Healthy,Up to Date
5203,1541,2022-07-15,Healthy,Up to Date
5204,1620,2022-07-15,Healthy,Up to Date
5205,748,2022-07-16,Healthy,Up to Date
5206,2000,2022-07-16,Needs Care,Up to Date
5207,72,2022-07-17,Healthy,Up to Date
5208,411,2022-07-17,Special Attention,Up to Date
5209,929,2022-07-17,Needs Care,Up to Date
5210,1912,2022-07-17,Needs Care,Up to Date
5211,483,2022-07-18,Needs Care,Up to Date
5212,662,2022-07-18,Healthy,Needs Update
5213,711,2022-07-18,Healthy,Up to Date
5214,793,2022-07-18,Needs Care,Up to Date
5215,1799,2022-07-18,Healthy,Up to Date
5216,331,2022-07-19,Healthy,Up to Date
5217,630,2022-07-19,Healthy,Needs Update
5218,1265,2022-07-19,Needs Care,Up to Date
5219,1749,2022-07-19,Needs Care,Up to Date
5220,254,2022-07-20,Healthy,Up to Date
5221,1796,2022-07-20,Healthy,Up to Date
5222,78,2022-07-21,Healthy,Needs Update
5223,241,2022-07-21,Needs Care,Up to Date
5224,440,2022-07-21,Healthy,Up to Date
5225,569,2022-07-21,Healthy,Up to Date
5226,1674,2022-07-21,Needs Care,Up to Date
5227,1746,2022-07-21,Needs Care,Up to Date
5228,1420,2022-07-22,Healthy,Up to Date
5229,221,2022-07-23,Healthy,Up to Date
5230,566,2022-07-23,Healthy,Up to Date
5231,663,2022-07-23,Healthy,Up to Date
5232,758,2022-07-23,Healthy,Up to Date
5233,567,2022-07-24,Special Attention,Up to Date
5234,1819,2022-07-24,Healthy,Up to Date
5235,818,2022-07-25,Needs Care,Up to Date
5236,1412,2022-07-25,Healthy,Up to Date
5237,908,2022-07-26,Needs Care,Up to Date
5238,1113,2022-07-26,Healthy,Up to Date
5239,1245,2022-07-26,Healthy,Up to Date
5240,1521,2022-07-26,Needs Care,Up to Date
5241,157,2022-07-27,Healthy,Up to Date
5242,161,2022-07-27,Needs Care,Up to Date
5243,1253,2022-07-27,Healthy,Up to Date
