pet_id,pet_name,species_id,subspecies_id,age_dec_2023,year_of_birth,arrival_date,gender,aggressiveness,adopted_status
725, Caramel,5,50,7,7/1/2016,3/11/2021,Female,Low,Not Adopted
726, Shadow,2,13,6,9/1/2017,12/8/2022,Female,Low,Adopted
727, Bowser,2,13,13,12/1/2010,11/1/2023,Male,Low,Adopted
728,Velvet,5,52,1,2/1/2022,3/30/2022,Female,Medium,Adopted
729, Nutmeg,3,37,8,7/1/2015,7/6/2017,Female,High,Adopted
730,Millie Mae,3,38,15,1/1/2008,11/2/2021,Female,Low,Adopted
731, Axel,5,53,5,4/1/2018,6/18/2019,Male,Medium,Adopted
732,Medusa,3,27,4,4/1/2019,4/1/2019,Female,High,Adopted
733,Igor,3,37,9,6/1/2014,12/30/2020,Male,Low,Not Adopted
734,Scooter,2,9,15,3/1/2008,11/7/2017,Male,Low,Adopted
735, Nino,3,27,13,7/1/2010,10/23/2017,Male,High,Adopted
736, Clementine,10,77,1,1/1/2022,5/1/2022,Female,Medium,Adopted
737, Fido,3,33,5,10/1/2018,10/20/2020,Male,Medium,Adopted
738,Fintan,3,41,13,9/1/2010,10/31/2017,Male,Medium,Adopted
739,Estrella,3,44,2,10/1/2021,11/1/2021,Female,Low,Adopted
740, Dapper,1,5,5,3/1/2018,4/7/2023,Male,Medium,Adopted
741, Rudy,5,52,5,8/1/2018,8/1/2018,Male,Low,Adopted
742,Scrappy,3,38,1,10/1/2022,2/1/2023,Male,Low,Adopted
743,Queenie,3,38,8,6/1/2015,5/8/2019,Female,Low,Adopted
744,Corsair,6,56,1,9/1/2022,12/1/2022,Male,Low,Adopted
745,Nevaeh,2,23,3,6/1/2020,6/1/2020,Female,Medium,Adopted
746,Scrappy,3,43,11,10/1/2012,8/12/2017,Male,Low,Adopted
747,Skittles,5,51,3,3/1/2020,10/21/2022,Male,Low,Adopted
748, Frosty,4,49,4,12/1/2019,3/1/2020,Female,Medium,Adopted
749,Venom,3,26,14,6/1/2009,7/16/2018,Male,High,Adopted
750,Xara,1,3,2,8/1/2021,10/1/2021,Female,Low,Not Adopted
751, Yoda,3,34,14,12/1/2009,5/18/2018,Male,Medium,Adopted
752,Taz,1,3,4,6/1/2019,8/1/2019,Male,Low,Not Adopted
753,Dahab,2,19,3,12/1/2020,12/1/2020,Female,Medium,Adopted
754,Viola,2,22,2,8/1/2021,8/1/2021,Female,Low,Adopted
755, Abbie,3,29,11,12/1/2012,4/13/2017,Female,Low,Adopted
756,Aretha,3,35,10,4/1/2013,2/20/2018,Female,Low,Adopted
757,Alaric,2,20,11,7/1/2012,12/24/2023,Male,Low,Adopted
758, Dandy,2,12,7,3/1/2016,5/11/2022,Male,Medium,Adopted
759,Twilight,5,6,3,2/1/2020,6/1/2020,Female,Medium,Not Adopted
760,Amethyst,11,81,6,10/1/2017,1/24/2021,Female,High,Adopted
761,Yam,3,41,6,4/1/2017,10/30/2023,Female,Medium,Adopted
762, Queenie,2,22,4,11/1/2019,2/1/2020,Female,Medium,Adopted
763, Oakley,3,38,4,6/1/2019,12/5/2021,Male,Low,Adopted
764,Vesper,3,32,6,6/1/2017,11/21/2023,Female,High,Adopted
765,Blue,3,39,4,6/1/2019,11/1/2019,Male,Medium,Adopted
766,Glory,3,38,9,7/1/2014,5/8/2018,Female,Low,Adopted
767,Victor,3,41,13,4/1/2010,12/14/2017,Male,Medium,Adopted
768,Kimmy,7,62,5,12/1/2018,8/4/2022,Female,Low,Adopted
769,Kraken,3,40,2,2/1/2021,7/1/2021,Male,Medium,Adopted
770, Princess,6,55,1,9/1/2022,12/1/2022,Female,Low,Adopted
771, Freya,3,38,9,3/1/2014,4/9/2022,Female,Low,Adopted
772,Eve,1,1,4,4/1/2019,5/2/2021,Female,Medium,Not Adopted
773,Loki,2,20,19,12/1/2004,7/10/2020,Male,Low,Adopted
774, Buddy,9,71,3,2/1/2020,4/1/2020,Male,Medium,Adopted
775,Sparrow,5,53,5,8/1/2018,6/10/2019,Female,Low,Not Adopted
776,Lantern,2,11,13,3/1/2010,2/9/2022,Male,High,Adopted
777,Arya,2,13,19,10/1/2004,8/15/2022,Female,Low,Adopted
778,Wade,6,57,1,7/1/2022,11/1/2022,Male,High,Adopted
779,Waldo,2,10,4,10/1/2019,4/1/2020,Male,High,Adopted
780, Jemma,5,6,6,8/1/2017,8/19/2020,Female,High,Not Adopted
781, Alice,2,14,2,9/1/2021,3/6/2022,Female,High,Adopted
782,Hanky,8,66,13,8/1/2010,6/18/2022,Male,Medium,Not Adopted
783, Steve,3,38,5,10/1/2018,11/1/2018,Male,Low,Adopted
784,Jubilee,2,16,16,6/1/2007,5/3/2022,Male,High,Adopted
785, Mocha,3,31,4,5/1/2019,4/21/2020,Male,Medium,Adopted
786,Brutus,2,15,3,4/1/2020,4/1/2020,Male,High,Adopted
787,Empress,2,11,4,1/1/2019,11/5/2021,Female,High,Adopted
788,Felix,9,72,3,6/1/2020,6/1/2020,Male,Low,Adopted
789, Noelle,3,40,7,6/1/2016,7/4/2023,Female,High,Adopted
790,Cedar,2,6,10,12/1/2013,5/19/2017,Male,High,Adopted
791,Bash,2,19,17,5/1/2006,3/16/2019,Male,Medium,Adopted
792, Abner,2,16,1,5/1/2022,5/1/2022,Male,High,Adopted
793,Kaitlyn,4,49,2,5/1/2021,5/1/2021,Female,Medium,Adopted
794,Titan,4,48,1,10/1/2022,2/1/2023,Male,High,Adopted
795, Willa,2,22,1,4/1/2022,4/1/2022,Female,Medium,Adopted
796, Dilly,2,8,8,6/1/2015,4/12/2022,Female,Medium,Adopted
797,Kazoo,6,55,1,2/1/2022,2/1/2022,Male,Medium,Adopted
798,Petunia,2,16,4,10/1/2019,5/23/2020,Female,Medium,Adopted
799,Wolverine,9,70,3,12/1/2020,3/1/2021,Male,Low,Adopted
800, Flint,4,45,1,8/1/2022,12/1/2022,Male,Low,Not Adopted
801, Astrid,10,75,10,3/1/2013,10/29/2019,Female,Medium,Adopted
802,Jewel,3,40,7,11/1/2016,9/10/2019,Female,Medium,Adopted
803, Patches,2,18,8,10/1/2015,1/17/2020,Male,Medium,Adopted
804, Moonbeam,10,79,7,4/1/2016,4/10/2022,Male,High,Adopted
805,Blue,5,53,1,9/1/2022,1/1/2023,Male,Medium,Not Adopted
806,Wildflower,3,34,10,8/1/2013,4/6/2021,Female,High,Adopted
807,Lightning,3,27,6,2/1/2017,2/12/2020,Male,High,Adopted
808,Vandal,5,6,2,3/1/2021,5/1/2021,Male,Medium,Adopted
809,Rasputin,3,26,5,5/1/2018,4/4/2020,Male,Medium,Adopted
810, Boss,2,7,20,11/1/2003,10/25/2019,Male,Medium,Adopted
811,Clancy,1,1,1,5/1/2022,4/26/2023,Male,High,Adopted
812, Kai,3,26,9,10/1/2014,4/30/2021,Male,Low,Adopted
813, Snap,7,63,2,3/1/2021,7/1/2021,Male,Low,Adopted
814, Rufus,10,75,11,8/1/2012,10/7/2023,Male,High,Adopted
815, Quincy,3,35,2,9/1/2021,1/1/2022,Female,High,Adopted
816, Max,3,27,14,9/1/2009,2/5/2019,Male,Medium,Not Adopted
817, Josie,4,48,5,4/1/2018,8/1/2018,Female,Low,Adopted
818, Floyd,6,56,1,1/1/2022,1/1/2022,Male,Low,Adopted
819, Pumpkin,3,30,4,6/1/2019,8/5/2023,Female,Low,Adopted
820,Tundra,7,60,9,12/1/2014,3/17/2018,Male,Medium,Adopted
821,Khaleesi,2,13,14,6/1/2009,6/7/2018,Female,Medium,Adopted
822, Chance,2,6,4,11/1/2019,1/13/2021,Male,High,Adopted
823, Caddy,5,51,1,8/1/2022,10/1/2022,Female,Low,Not Adopted
824, Cloud,5,50,4,9/1/2019,3/1/2020,Female,Low,Not Adopted
825,Link,4,47,5,8/1/2018,8/1/2018,Male,Low,Not Adopted
826, Lobo,5,53,3,5/1/2020,8/1/2020,Male,High,Adopted
827,Disco,3,34,6,9/1/2017,5/22/2023,Male,High,Adopted
828,Chase,3,32,12,12/1/2011,4/12/2017,Male,Low,Adopted
829, Pip,3,26,3,6/1/2020,11/15/2020,Male,Low,Adopted
830, Dewdrop,2,23,18,7/1/2005,5/13/2017,Female,Medium,Adopted
831,Salem,2,8,11,8/1/2012,8/8/2022,Male,Medium,Adopted
832,Maestro,9,72,3,3/1/2020,10/25/2023,Male,Low,Adopted
833, Junior,2,20,12,4/1/2011,5/1/2018,Male,Low,Adopted
834, Brulee,2,13,5,11/1/2018,2/22/2021,Female,Low,Not Adopted
835,Tinsel,2,18,17,8/1/2006,1/8/2018,Female,High,Adopted
836,Aisling,9,73,2,12/1/2021,12/1/2021,Female,Medium,Adopted
837,Avalon,2,6,16,5/1/2007,2/15/2023,Female,Medium,Adopted
838,Buddy,3,40,11,8/1/2012,10/27/2018,Male,Medium,Adopted
839,Mika,2,17,10,9/1/2013,2/20/2022,Female,Low,Adopted
840,Shay,7,63,8,2/1/2015,3/1/2020,Female,Low,Adopted
841, Milo,2,14,17,12/1/2006,3/18/2019,Male,Medium,Not Adopted
842,Picasso,3,37,15,11/1/2008,5/24/2021,Male,High,Not Adopted
843,Aslan,6,56,2,8/1/2021,8/1/2021,Male,Low,Adopted
844,Scooter,3,34,14,2/1/2009,11/5/2020,Male,Medium,Not Adopted
845, Rio,2,18,5,10/1/2018,3/13/2019,Male,Medium,Adopted
846, Astrid,3,43,3,8/1/2020,2/1/2021,Female,Low,Adopted
847,Sushi,2,7,5,9/1/2018,9/1/2018,Female,Low,Adopted
848, Goliath,5,6,4,5/1/2019,10/12/2023,Male,High,Adopted
849, Forrest,2,17,6,8/1/2017,3/24/2023,Male,Low,Adopted
850, Autumn,3,31,14,4/1/2009,4/5/2017,Female,Medium,Adopted
851,Leia,4,45,5,1/1/2018,4/27/2019,Female,Low,Adopted
852,Cooper,2,21,19,5/1/2004,11/16/2022,Male,Low,Adopted
853,Charm,2,14,17,9/1/2006,10/29/2017,Female,Low,Adopted
854,Enid,8,65,21,11/1/2002,6/19/2019,Female,Low,Not Adopted
855,Jacques,5,53,1,12/1/2022,5/1/2023,Male,Medium,Not Adopted
856, Wiggly,3,30,14,7/1/2009,10/24/2019,Male,Low,Adopted
857, Sasha,3,42,8,9/1/2015,8/23/2019,Female,High,Adopted
858,Gypsy,3,26,11,11/1/2012,1/16/2018,Female,Medium,Adopted
859,Camilla,3,41,6,1/1/2017,6/21/2020,Female,Low,Adopted
860,Stitch,3,37,14,12/1/2009,7/31/2022,Male,Low,Adopted
861,Dahab,2,8,10,8/1/2013,10/10/2023,Female,Low,Adopted
862,Zara,7,63,5,8/1/2018,10/1/2018,Female,Low,Adopted
863,Julian,2,23,11,7/1/2012,3/6/2020,Male,Low,Adopted
864,Whitney,3,38,14,11/1/2009,9/6/2021,Female,Low,Not Adopted
865,Sariah,3,32,2,4/1/2021,4/1/2021,Female,Low,Adopted
866,Carver,2,18,12,8/1/2011,1/8/2019,Male,Medium,Adopted
867,Kuma,2,11,2,1/1/2021,1/1/2021,Male,High,Adopted
868, Albert,3,44,4,2/1/2019,5/1/2019,Male,Medium,Not Adopted
869, Finn,4,47,3,4/1/2020,9/1/2020,Male,Low,Adopted
870,Aragon,1,2,5,5/1/2018,1/27/2020,Male,Low,Not Adopted
871,Jewel,3,44,12,6/1/2011,11/13/2018,Female,Medium,Adopted
872, Electra,3,28,11,12/1/2012,4/20/2022,Female,Low,Adopted
873,Carmel,6,59,1,3/1/2022,3/1/2022,Female,Low,Adopted
874,Meli,6,57,1,7/1/2022,9/1/2022,Female,High,Adopted
875,Boomerang,3,36,4,2/1/2019,1/4/2022,Male,Medium,Adopted
876,Radar,2,19,16,12/1/2007,6/7/2020,Male,Medium,Adopted
877,Stitch,2,15,11,5/1/2012,1/31/2020,Male,High,Adopted
878, Clementine,3,29,14,2/1/2009,4/18/2019,Female,Medium,Adopted
879, Wiggly,3,38,12,6/1/2011,3/28/2019,Male,Low,Adopted
880,Poe,1,5,6,8/1/2017,4/28/2022,Male,Low,Adopted
881, Coco,5,50,5,11/1/2018,1/1/2019,Male,Low,Not Adopted
882, Bodhi,2,18,7,6/1/2016,10/8/2017,Male,Low,Adopted
883, Beauregard,3,29,2,6/1/2021,6/1/2021,Male,High,Not Adopted
884, Carrot,2,16,5,3/1/2018,9/21/2022,Female,Medium,Not Adopted
885,Huey,3,37,5,5/1/2018,5/1/2018,Male,Medium,Adopted
886,Jubilee,3,32,11,7/1/2012,3/11/2023,Female,High,Adopted
887, Yara,1,2,2,8/1/2021,8/1/2021,Female,Low,Not Adopted
888, Gem,3,34,13,5/1/2010,5/28/2022,Female,High,Adopted
889,Caesar,5,51,1,12/1/2022,12/1/2022,Male,Medium,Not Adopted
890, Max,5,50,3,4/1/2020,4/1/2020,Male,Low,Adopted
891,Farnsworth,3,42,4,10/1/2019,10/1/2019,Male,Low,Adopted
892,Valor,3,38,1,12/1/2022,3/1/2023,Male,Low,Adopted
893,Snooze,3,30,3,11/1/2020,5/1/2021,Male,Low,Adopted
894,Tabasco,3,28,1,5/1/2022,9/8/2022,Male,Medium,Adopted
895,Elsie,2,19,6,11/1/2017,2/8/2020,Female,Medium,Adopted
896,Yara,10,75,10,10/1/2013,4/22/2017,Female,High,Adopted
897,Huey,2,23,15,4/1/2008,10/20/2018,Male,High,Adopted
898, Alistair,3,26,15,1/1/2008,1/19/2021,Male,Medium,Adopted
899,Uno,5,50,4,10/1/2019,10/1/2019,Male,Low,Not Adopted
900,Bubbles,3,40,4,5/1/2019,5/1/2019,Female,Medium,Adopted
901,April,3,30,4,11/1/2019,11/1/2019,Female,Low,Adopted
902, Rex,3,38,13,12/1/2010,6/30/2020,Male,Low,Adopted
903, Autumn,2,16,5,12/1/2018,1/1/2019,Female,High,Not Adopted
904, Zina,7,63,9,11/1/2014,5/20/2020,Female,Low,Adopted
905,Tracker,3,36,7,4/1/2016,11/23/2019,Male,High,Adopted
906,Pesto,2,11,9,8/1/2014,6/22/2017,Male,Low,Adopted
907, Tucker,4,46,4,4/1/2019,4/3/2022,Male,Low,Adopted
908,Jubilee,2,23,18,9/1/2005,2/5/2021,Male,Low,Adopted
909,Sandman,5,53,6,7/1/2017,11/22/2019,Male,Low,Adopted
910, Sable,3,36,2,11/1/2021,2/1/2022,Female,Low,Not Adopted
911, Patches,3,27,14,10/1/2009,2/3/2022,Male,High,Not Adopted
912,Kinsley,2,22,11,7/1/2012,10/4/2021,Female,Medium,Adopted
913, Sweet Pea,2,24,17,4/1/2006,3/15/2017,Female,Low,Adopted
914, Yukon,3,40,4,12/1/2019,5/1/2020,Male,High,Not Adopted
915,Conan,1,3,1,11/1/2022,2/1/2023,Male,Low,Adopted
916,Quill,1,2,3,8/1/2020,10/19/2022,Male,Low,Adopted
917,Croissant,5,53,2,2/1/2021,9/1/2023,Male,High,Not Adopted
918,Bones,2,11,6,7/1/2017,11/10/2017,Male,High,Adopted
919, Gromit,3,26,1,12/1/2022,3/1/2023,Male,Medium,Adopted
920,Kyoto,2,12,11,1/1/2012,5/3/2022,Male,Medium,Adopted
921, Teddy,5,52,5,1/1/2018,3/15/2021,Male,Medium,Adopted
922,Carina,10,77,11,6/1/2012,8/23/2018,Female,High,Adopted
923, Cali,3,27,4,8/1/2019,2/1/2020,Female,Medium,Adopted
924,Macee,2,17,11,8/1/2012,9/7/2019,Female,Low,Not Adopted
925, Grace,10,78,9,4/1/2014,7/9/2023,Female,Low,Adopted
926,Chevy,3,34,4,2/1/2019,7/1/2019,Male,Medium,Adopted
927, Rags,2,8,5,5/1/2018,5/1/2018,Male,High,Adopted
928, Duke,3,43,8,5/1/2015,8/15/2018,Male,Low,Adopted
929, Amigo,5,51,7,4/1/2016,7/17/2022,Male,Low,Adopted
930,Cajun,1,2,4,1/1/2019,6/1/2019,Male,Low,Adopted
931,Alonso,2,21,4,8/1/2019,9/1/2019,Male,High,Adopted
932,Nico,2,12,16,12/1/2007,2/14/2021,Male,Medium,Adopted
933,Panzer,2,6,6,3/1/2017,12/7/2020,Male,Medium,Adopted
934, Grace,3,26,5,8/1/2018,1/24/2021,Female,Medium,Adopted
935,Liv,3,41,4,11/1/2019,11/1/2019,Female,Medium,Not Adopted
936,Benson,2,11,20,3/1/2003,12/18/2017,Male,Medium,Adopted
937, Willow,5,53,1,2/1/2022,3/1/2022,Female,Medium,Not Adopted
938,Savage,5,53,1,7/1/2022,9/15/2023,Male,Low,Adopted
939, Gabi,2,13,8,3/1/2015,10/12/2018,Female,Low,Adopted
940, Chomp,5,50,7,3/1/2016,5/1/2017,Male,Low,Adopted
941, Casey,6,57,2,1/1/2021,8/27/2021,Male,Low,Adopted
942, Dewdrop,2,22,16,11/1/2007,8/1/2023,Female,Low,Adopted
943,Mamie,2,24,11,6/1/2012,5/13/2023,Female,High,Adopted
944,Jacinda,2,22,6,7/1/2017,9/14/2022,Female,High,Adopted
945,Jubilee,3,36,5,6/1/2018,11/9/2019,Female,High,Not Adopted
946,Wink,3,41,12,4/1/2011,9/25/2022,Female,Low,Adopted
947,Whimsy,3,29,6,3/1/2017,1/30/2020,Female,Medium,Adopted
948,Jolie,2,6,2,3/1/2021,3/1/2021,Female,Medium,Adopted
949,Lark,3,27,2,5/1/2021,5/1/2021,Male,Medium,Adopted
950,Norm,9,70,3,7/1/2020,7/1/2020,Male,Low,Adopted
951, Ivy,2,20,10,9/1/2013,7/9/2022,Female,Low,Adopted
952, Graham,3,37,14,4/1/2009,4/1/2019,Male,Medium,Adopted
953,Denim,2,22,5,9/1/2018,11/1/2018,Female,Medium,Adopted
954, Sage,4,49,2,6/1/2021,3/30/2023,Female,Medium,Not Adopted
955, Doug,5,52,7,7/1/2016,4/17/2018,Male,Low,Not Adopted
956, Bonkers,3,40,3,5/1/2020,5/1/2020,Male,High,Adopted
957, Noelle,1,2,3,1/1/2020,11/23/2020,Female,Low,Adopted
958,Olympia,1,4,10,5/1/2013,11/9/2019,Female,Low,Not Adopted
959,Nibbles,5,52,7,10/1/2016,6/12/2018,Female,Low,Not Adopted
960, Madison,2,17,19,3/1/2004,9/30/2018,Female,Low,Adopted
961,Jubilee,3,25,3,12/1/2020,3/29/2022,Male,Low,Adopted
962,Kinsley,1,2,6,4/1/2017,3/22/2021,Female,Low,Not Adopted
963, Kovu,3,28,6,9/1/2017,9/9/2022,Male,Medium,Adopted
964, Sally,2,13,13,8/1/2010,8/17/2020,Female,Medium,Adopted
965, Buster,8,67,9,9/1/2014,4/3/2020,Male,Low,Adopted
966,Karma,3,25,15,5/1/2008,5/8/2018,Female,Medium,Adopted
967, Funky,5,52,7,3/1/2016,8/5/2021,Male,High,Adopted
968,Solo,6,56,2,5/1/2021,6/1/2023,Male,Low,Adopted
969, Bridget,3,32,7,6/1/2016,4/18/2017,Female,Medium,Adopted
970,Bugsy,7,61,5,10/1/2018,10/1/2018,Male,Low,Adopted
971,Indigo,3,30,14,9/1/2009,2/6/2019,Female,Low,Adopted
972, Dewey,3,28,15,7/1/2008,3/24/2020,Male,Low,Adopted
973,Gulliver,3,41,13,9/1/2010,8/19/2019,Male,High,Adopted
974,Dot,3,32,11,9/1/2012,2/10/2023,Female,Low,Not Adopted
975,McGregor,3,25,2,6/1/2021,6/1/2021,Male,Low,Adopted
976, Alessia,4,48,4,11/1/2019,11/26/2022,Female,Low,Adopted
977,Otto,3,34,8,6/1/2015,10/4/2021,Male,Medium,Adopted
978,Skittles,2,20,18,7/1/2005,1/17/2023,Male,Low,Adopted
979,Elva,3,39,9,11/1/2014,12/2/2019,Female,Medium,Not Adopted
980,Cassiopeia,4,46,5,12/1/2018,1/22/2019,Female,Low,Adopted
981,Meli,4,45,1,11/1/2022,3/1/2023,Female,High,Not Adopted
982, Foxy,5,53,2,1/1/2021,6/1/2021,Female,Low,Not Adopted
983, Charlotte,3,27,10,1/1/2013,7/30/2023,Female,High,Not Adopted
984, Amethyst,3,25,13,6/1/2010,11/22/2021,Female,Medium,Not Adopted
985, Niko,7,63,8,6/1/2015,12/6/2021,Male,Low,Adopted
986, Radar,2,24,17,6/1/2006,2/20/2018,Male,Low,Adopted
987, Bindi,5,50,7,9/1/2016,7/15/2021,Female,Low,Not Adopted
988, Cinnamon,5,51,7,6/1/2016,7/15/2022,Female,Low,Not Adopted
989, Albie,10,77,11,4/1/2012,7/30/2018,Male,Medium,Adopted
990, Niko,1,4,4,10/1/2019,2/1/2020,Male,Medium,Not Adopted
991, Atreyu,3,37,5,6/1/2018,5/9/2022,Male,High,Adopted
992,Snickers,2,15,2,7/1/2021,10/1/2021,Male,High,Adopted
993, Jackson,3,44,15,3/1/2008,5/18/2021,Male,Medium,Not Adopted
994, Alfons,2,8,4,8/1/2019,10/1/2019,Male,Medium,Adopted
995,Sage,9,72,12,6/1/2011,12/23/2018,Female,Low,Adopted
996, Bodhi,3,34,12,8/1/2011,5/22/2020,Male,High,Not Adopted
997, Sweetie,1,5,5,12/1/2018,11/17/2020,Female,High,Not Adopted
998,Annika,7,60,5,9/1/2018,11/1/2022,Female,Medium,Adopted
999, Wombat,3,31,6,12/1/2017,2/21/2018,Male,Low,Adopted
1000, Ace,2,19,3,6/1/2020,6/6/2020,Male,Medium,Adopted
1001,Montego,2,12,2,9/1/2021,11/1/2021,Male,Low,Adopted
1002,Dahab,4,45,2,9/1/2021,11/4/2021,Female,Medium,Adopted
1003, Milo,2,13,20,10/1/2003,7/22/2018,Male,High,Adopted
1004,Tori,3,36,10,5/1/2013,7/29/2017,Female,Medium,Adopted
1005,Velvet,1,5,2,11/1/2021,12/1/2021,Female,Low,Not Adopted
1006, Buddy,1,2,6,1/1/2017,9/21/2019,Male,Low,Adopted
1007,Onyx,5,50,4,3/1/2019,3/1/2019,Male,Low,Adopted
1008,Frosty,1,2,5,9/1/2018,10/1/2018,Male,Low,Not Adopted
1009, Rosie,8,67,14,4/1/2009,3/29/2022,Female,Low,Adopted
1010, Zoe,3,40,6,8/1/2017,3/12/2022,Female,High,Adopted
1011,Velvet,5,53,1,8/1/2022,8/1/2022,Female,Low,Adopted
1012, Squirt,5,6,3,6/1/2020,9/1/2020,Male,High,Adopted
1013, Foxy,5,51,7,10/1/2016,2/23/2020,Female,Low,Adopted
1014, Snoopy,3,26,1,1/1/2022,1/1/2022,Male,Low,Adopted
1015,Zynae,2,18,2,10/1/2021,11/1/2021,Female,High,Adopted
1016,Nirvana,3,37,11,7/1/2012,7/30/2017,Female,Low,Adopted
1017,Sage,2,8,3,2/1/2020,5/1/2020,Female,High,Adopted
1018, Callie,2,15,18,2/1/2005,7/29/2022,Female,High,Adopted
1019, Bowie,2,10,3,11/1/2020,3/1/2021,Male,High,Adopted
1020, Betty,2,13,3,3/1/2020,9/1/2020,Female,High,Adopted
1021,Basilisk,3,39,6,12/1/2017,12/18/2017,Male,Medium,Adopted
1022, Malachi,3,40,4,2/1/2019,2/1/2019,Male,Medium,Adopted
1023, Willow,3,42,4,11/1/2019,11/1/2019,Female,Low,Adopted
1024, Astrid,2,7,3,6/1/2020,10/1/2020,Female,Medium,Adopted
1025, Bree,2,24,2,1/1/2021,2/1/2021,Female,Medium,Adopted
1026,Gander,2,8,20,8/1/2003,10/1/2020,Male,Low,Adopted
1027, Lala,3,38,11,11/1/2012,4/21/2022,Female,Low,Adopted
1028,Zigzag,1,1,5,11/1/2018,9/19/2023,Male,Medium,Not Adopted
1029, Bodhi,9,74,2,1/1/2021,2/1/2021,Male,High,Adopted
1030,Paco,2,15,15,9/1/2008,4/5/2020,Male,High,Adopted
1031,Smokey,2,8,3,1/1/2020,11/20/2023,Male,Low,Adopted
1032, Watson,2,20,5,12/1/2018,12/1/2018,Male,Low,Adopted
1033,Sinai,9,71,12,9/1/2011,6/13/2022,Female,Medium,Adopted
1034,Forrest,3,32,12,12/1/2011,12/15/2021,Male,Medium,Not Adopted
1035, Flower,2,14,15,9/1/2008,3/31/2018,Female,High,Adopted
1036,Sunshine,11,83,19,11/1/2004,3/23/2023,Female,Medium,Adopted
1037,Tank,5,50,7,2/1/2016,11/18/2019,Male,Low,Not Adopted
1038,Mars,2,6,6,6/1/2017,9/1/2023,Male,Medium,Adopted
1039,Sherlock,3,38,8,2/1/2015,4/21/2020,Male,Low,Adopted
1040,Spock,2,16,1,4/1/2022,7/1/2022,Male,Medium,Adopted
1041,Slugger,2,20,6,3/1/2017,12/9/2020,Male,Low,Adopted
1042,Galena,2,9,10,10/1/2013,2/3/2021,Female,Low,Adopted
1043, Iggy,3,42,9,10/1/2014,2/17/2022,Male,Medium,Not Adopted
1044, Jacob,3,27,14,5/1/2009,8/24/2018,Male,Medium,Adopted
1045, Pacer,3,27,15,10/1/2008,8/5/2019,Male,High,Adopted
1046,Norm,2,14,1,1/1/2022,1/1/2022,Male,High,Adopted
1047, Ryder,3,37,13,7/1/2010,8/7/2023,Male,Medium,Adopted
1048,Mila,3,41,15,5/1/2008,4/20/2018,Female,Medium,Adopted
1049,Xanadu,3,44,10,1/1/2013,11/15/2021,Female,Low,Adopted
1050, Lyla,5,50,2,9/1/2021,3/1/2022,Female,Low,Not Adopted
1051, Benji,2,14,15,2/1/2008,9/3/2020,Male,Medium,Adopted
1052,Captain,5,51,7,9/1/2016,11/8/2019,Male,High,Adopted
1053,Whimsy,2,10,2,7/1/2021,7/1/2021,Female,High,Adopted
1054,Dylan,2,17,13,9/1/2010,8/22/2021,Male,Low,Not Adopted
1055,Alfredo,3,41,4,4/1/2019,4/4/2020,Male,Medium,Adopted
1056, Abner,9,72,8,3/1/2015,2/5/2022,Male,Low,Adopted
1057,Fabio,2,8,3,11/1/2020,6/9/2021,Male,Low,Adopted
1058,Wilder,4,46,1,5/1/2022,5/1/2022,Male,Medium,Adopted
1059,Lorenzo,2,24,6,3/1/2017,8/3/2023,Male,Medium,Adopted
1060,Elodie,6,56,2,12/1/2021,6/1/2022,Female,Medium,Adopted
1061, Koji,4,45,2,10/1/2021,11/1/2021,Male,Medium,Not Adopted
1062, Skipper,3,42,10,3/1/2013,5/24/2020,Male,Medium,Adopted
1063,Charm,6,56,1,4/1/2022,8/1/2022,Female,Medium,Adopted
1064, Breeze,2,17,5,5/1/2018,3/21/2022,Female,Low,Adopted
1065, Madison,2,9,5,3/1/2018,12/3/2021,Female,Low,Adopted
1066,Aiden,2,10,3,5/1/2020,5/1/2020,Male,Low,Adopted
1067,Aragon,3,30,15,7/1/2008,6/15/2018,Male,Low,Not Adopted
1068,Jessie,6,57,2,11/1/2021,5/1/2022,Female,High,Adopted
1069, Mango,10,75,14,3/1/2009,9/13/2022,Male,High,Adopted
1070, Yoda,3,43,4,3/1/2019,2/26/2020,Male,Low,Not Adopted
1071, Jelly,5,50,3,7/1/2020,9/1/2020,Female,Low,Not Adopted
1072, Chip,3,36,10,1/1/2013,4/6/2021,Male,Medium,Adopted
1073,Titan,2,8,12,12/1/2011,5/3/2022,Male,Medium,Adopted
1074, Max,3,44,10,6/1/2013,2/13/2020,Male,Medium,Adopted
1075,River,3,44,9,9/1/2014,9/8/2017,Female,High,Not Adopted
1076, Cloud,2,14,6,6/1/2017,12/29/2021,Female,Medium,Not Adopted
1077, Toby,2,24,10,8/1/2013,3/26/2021,Male,High,Adopted
1078,Tink,3,43,12,7/1/2011,4/14/2021,Female,Low,Not Adopted
1079, Precious,2,15,13,5/1/2010,3/22/2019,Female,High,Adopted
1080, Icarus,7,61,13,10/1/2010,8/15/2021,Male,Low,Adopted
1081,Jacques,7,60,3,7/1/2020,9/3/2023,Male,Medium,Adopted
1082,Skittles,2,14,2,1/1/2021,1/1/2021,Male,Medium,Adopted
1083, Fiddlesticks,3,26,15,4/1/2008,11/13/2017,Female,Medium,Not Adopted
1084,Patti,1,5,1,5/1/2022,6/1/2022,Female,Low,Adopted
1085,Kimber,8,66,29,9/1/1994,11/9/2023,Female,Low,Not Adopted
